CountryCode,IndicatorCode,Year,Value
THA,NY.GDP.MKTP.CD,2000,126000000000.0
THA,SE.TER.ENRR,2000,35.88893127
TJK,NY.GDP.MKTP.CD,2000,860541842.3
TJK,SE.TER.ENRR,2000,17.38208961
TKM,NY.GDP.MKTP.CD,2000,2904662605.0
TKM,SE.TER.ENRR,2000,1936441744.2614899
TLA,NY.GDP.MKTP.CD,2000,968220883.5229797
TLA,SE.TER.ENRR,2000,22.7844696
TLS,NY.GDP.MKTP.CD,2000,367087900.0
TLS,SE.TER.ENRR,2000,244725273.13162678
TMN,NY.GDP.MKTP.CD,2000,122362646.26325354
TMN,SE.TER.ENRR,2000,19.39488029
TON,NY.GDP.MKTP.CD,2000,204848436.6
TON,SE.TER.ENRR,2000,4.910379887
TSA,NY.GDP.MKTP.CD,2000,6.4862697125
TSA,SE.TER.ENRR,2000,8.062159538
TSS,NY.GDP.MKTP.CD,2000,6.210169792
TSS,SE.TER.ENRR,2000,4.358180046
TTO,NY.GDP.MKTP.CD,2000,8154342548.0
TTO,SE.TER.ENRR,2000,5.556509972
TUN,NY.GDP.MKTP.CD,2000,21473522939.0
TUN,SE.TER.ENRR,2000,17.81674004
TUR,NY.GDP.MKTP.CD,2000,68503768503.520874
TUR,SE.TER.ENRR,2000,137007536989.225
TUV,NY.GDP.MKTP.CD,2000,15073978.45
TUV,SE.TER.ENRR,2000,6695525166.224999
TZA,NY.GDP.MKTP.CD,2000,13375976354.0
TZA,SE.TER.ENRR,2000,0.645619988
UGA,NY.GDP.MKTP.CD,2000,6193246837.0
UGA,SE.TER.ENRR,2000,2.612580061
UKR,NY.GDP.MKTP.CD,2000,32375081951.0
UKR,SE.TER.ENRR,2000,50.50711823
UMC,NY.GDP.MKTP.CD,2000,33.684759140000004
UMC,SE.TER.ENRR,2000,16.86240005
URY,NY.GDP.MKTP.CD,2000,22823271521.0
URY,SE.TER.ENRR,2000,33.84144974
USA,NY.GDP.MKTP.CD,2000,4586838012.227633
USA,SE.TER.ENRR,2000,9173675990.613817
UZB,NY.GDP.MKTP.CD,2000,13760513969.0
UZB,SE.TER.ENRR,2000,12.74940014
VCT,NY.GDP.MKTP.CD,2000,427946037.0
VCT,SE.TER.ENRR,2000,58713973018.5
VEN,NY.GDP.MKTP.CD,2000,117000000000.0
VEN,SE.TER.ENRR,2000,27.98362923
VGB,NY.GDP.MKTP.CD,2000,39.17650509
VGB,SE.TER.ENRR,2000,50.36938095
VIR,NY.GDP.MKTP.CD,2000,10390839501.246254
VIR,SE.TER.ENRR,2000,20781678952.123127
VNM,NY.GDP.MKTP.CD,2000,31172518403.0
VNM,SE.TER.ENRR,2000,9.135250092
VUT,NY.GDP.MKTP.CD,2000,272014627.2
VUT,SE.TER.ENRR,2000,3.888099909
WLD,NY.GDP.MKTP.CD,2000,11.492360234500001
WLD,SE.TER.ENRR,2000,19.09662056
